Name,HMIS Code,FacilityType,AgencyName,OperationalStatus,DistrictName,Latitude,Longitude,Address,ContactPhone,HasRefrigerator,HasPower,StaffCount,CatchmentRadius
KISORO,11001478369,hospital,,,Kisoro,-1.28316548,29.63723075,,,,,,
Godnet Medical Clinic,4105119537,clinic,,,Kampala,0.26318493,32.61721433,"Lukuli Road, Kampala",,,,,
Doctor's Dental Clinic,4107802641,clinic,,,Kampala,0.25599007,32.63065086,"Ggaba Road, Kampala",,,,,
Info Vale Medical Center,4086620643,clinic,,,Kampala,0.37040355,32.58070159,"Kitara Road, Kampala",,,,,
BUNDIMURAGYA,11001734042,clinic,,,Bundibugyo,0.73603248,30.09660933,,,,,,
Delisha Pharmacy,9147833028,pharmacy,private,,Wakiso,0.38410076,32.55522019,Kawempe_II,,,,2,
MULAGI HC III,11056452449,clinic,,,Butaleja,0.87150197,33.90867300,,,,,,
AIA MEDICAL SERVICES,11010338018,hospital,,,Kampala,0.31595957,32.57106986,,,,,,
BULIKA HEALTH CENTRE II,9216596,clinic,,,Mukono,0.42514216,32.80054944,,,,,,
AYAYIA HEALTH C II,11066741269,hospital,,,Arua,2.97430698,31.08733537,,,,,,
KANONI,11001694692,hospital,,,Gomba,0.17000507,31.90519228,,,,,,
LEGU HEALTH CENTRE 11,11054959814,hospital,,,Obongi,3.47615642,31.61129149,,,,,,
MPIGI EPI CENTRE HC 111,11010338347,hospital,,,Butambala,0.19318824,32.20877819,,,,,,
Ecom Pharmacy,8460246121,pharmacy,,,Kampala,0.35404895,32.61128238,Bukoto Ntinda Road,,,,,
Child Care Drug Shop Achilaka,5589962351,pharmacy,Private,operational,Yumbe,3.56805167,31.24172164,,,,,1,
Abson Medical Center,9490476717,clinic,,,Wakiso,0.13878240,32.54324488,,,,,,
Am Homely Amuria Drug shop,9334672718,pharmacy,,,Amuria,2.02814208,33.64235035,,,,,,
St James,3948078600,clinic,,,Mbale,1.12576868,34.20829293,"Nankusi, Mbale",,,,,
Faith And Family Drug Shop,8274342559,pharmacy,private,,Kisoro,-1.34303767,29.70117076,,,,,2,
URC CLINIC,11010338158,hospital,,,Kampala,0.31088668,32.58519295,,,,,,
Lyamukisa Drug Shop,3966532519,pharmacy,,,Budaka,1.10074359,34.01254238,Kakolo Road,,,,,
KALUNGI,11001694657,clinic,,,Kalungu,-0.13216338,31.84819324,,,,,,
GURUGURU HC II,545099302041,hospital,,,Amuru,2.90736156,32.17319249,,,,,,
BUSHENYI,11007308915,hospital,,,Bushenyi,-0.54106052,30.20016993,,,,,,
KANARA HC II,11007308956,hospital,,,Kitagwenda,0.13176976,30.38142565,,,,,,
Busanza Health Centre IV,5696755,clinic,government,,Kisoro,-1.21418552,29.62199614,,,,,15,
Prime pharmacy,4126684800,doctors,,,Kampala,0.35634970,32.61326068,"Kisaasi Road, kampala",,,,,
HC2,11073166768,hospital,,,Lira,2.18922633,33.13206486,,,,,,
IDC International Diagnostics Centre,3259520887,clinic,International Medical Group,,Kampala,0.32356246,32.58642149,,,,,,
ST ANTHONY MITALA MARIA HEALTH CENTRE,11001694511,hospital,,,Mpigi,0.08290075,32.12079268,,,,,,
MWIZI HEALTH CENTRE IV,11007308913,hospital,,,Rwampara,-0.79049473,30.62023496,,,,,,
Morning Glory Medical Clinic,5559514980,pharmacy,Private,operational,Yumbe,3.41106994,31.11158329,,,,,3,
Vine Pharmaceuticals,3957035928,pharmacy,,,Kampala,0.32857526,32.56487513,,,,,,
NAWAIKOROT HEALTH CENTER III,11151161544,hospital,,,Napak,2.47009427,34.47388862,,,,,,
NICU HEALTH CENTRE II,11054940352,hospital,,,Arua,3.05062564,31.13031299,,,,,,
Bulamu Drug Shop,4100092109,doctors,,,Kampala,0.25632694,32.63647754,"Ggaba Town Street, Kampala",,,,,
Nori,5406574334,doctors,Private,operational,Arua,3.10070826,30.97883323,,,,,,
St. Bakita Drug Shop,5789318193,doctors,,operational,Adjumani,3.18041170,31.65691997,,,,,1,
ITOJO HOSPITAL,11001478388,hospital,,,Ntungamo,-0.78764505,30.27814149,,,,,,
Ngando HC III,8239649,clinic,government,,Butambala,0.07564965,31.92512436,,,,,,
BUBAARE HEALTH CENTRE III,4666615,hospital,,,Mbarara,-0.56547047,30.52275074,,,,,,
Noble Medical Centre,10102769151,doctors,,,Gulu,2.75594516,32.30401765,,,,,,
Imvepi Zone 03 Health Centre II,5309771350,clinic,MTI,operational,Arua,3.22796500,31.22813165,,,,,,
Jodesa Pharmacy,10023811304,doctors,,,Arua,3.01402153,30.90353633,,,,,,
TOKORA HEALTH CENTRE IV,4045149,hospital,,,Nakapiripirit,1.84108415,34.66592112,,,,,,
NYANGA HC II,11007309040,hospital,,,Kitagwenda,-0.10227468,30.27990840,,,,,,
Aduly Drug Shop,8963716766,pharmacy,private,operational,Kampala,0.35194803,32.58479892,,,,,3,
Crest Hill Medical Centre,4099298470,clinic,,,Kampala,0.36098715,32.55766728,"Jakana Road, Kampala",,,,,
Nawampiti Health Centre II,3967524079,doctors,,,Kaliro,1.19026818,33.43414647,Nawaikoke,,,,,
God's Will Clinic,8494034321,clinic,,,Nebbi,2.47836327,31.09203837,,,,,,
RWEBISHENGO,11029992948,clinic,,,Ntoroko,1.06924414,30.28725002,,,,,,
HEALTH CENTRE III,11073166721,hospital,,,Nakasongola,1.46982787,32.27148153,,,,,,
Pearl drug shop,9822478273,clinic,,,Kabale,-1.27228317,29.99157906,,,,,,
Mother Mary Drug Shop,10023811283,doctors,,,Arua,3.02568210,30.91318163,,,,,,
KYAKONDA HEALTH UNIT II,11001654283,clinic,,,Kyotera,-0.64375141,31.53910436,,,,,,
BUKURUNGO HC II,11007285477,hospital,,,Kitagwenda,-0.00171003,30.30470592,,,,,,
BUDHANA HEALTH CENTRE II,7015283,clinic,,,Luuka,0.82106202,33.31160020,,,,,,
God's Mercy,10102817916,doctors,,,Gulu,2.77742203,32.30262986,,,,,,
Medway Clinic,8632128763,doctors,private,,Zombo,2.41497999,30.99144330,,,,,0,
OMBOKODO,11054959858,hospital,,,Koboko,3.39005894,31.02406374,,,,,,
MORUKATIPE HEALTHCENTRE II,11056451815,clinic,,,Tororo,0.70520535,34.22387933,,,,,,
HEALTH CENTRE II,11010338324,clinic,,,Mityana,0.56136954,32.20085469,,,,,,
HEALTH CENTRE II,11007308932,hospital,,,Kiruhura,-0.16254886,30.94795119,,,,,,
KIGANDO HEALTH CENTRE II,11029992907,clinic,,,Kakumiro,0.96616677,31.23892444,,,,,,
KIBAALE,11056451920,hospital,,,Pallisa,1.21343249,33.78426326,,,,,,
SEMBABULE,11001694552,hospital,,,Ssembabule,-0.08315238,31.46057439,,,,,,
KAMOD HC III,9494537,hospital,,,Serere,1.56819612,33.36563338,,,,,,
BUSIME,11056452419,clinic,,,Busia,0.25244075,33.95228303,,,,,,
AROI HEALTH CENTRE,11054959883,hospital,,,Arua,3.11067728,30.89729407,,,,,,
BI Care Medical Clinic,8591741519,clinic,,,Wakiso,0.43673710,32.60367186,,,,,,
FUNGWE,11056452259,clinic,,,Tororo,0.65442937,33.91034359,,,,,,
KAJOJI HC II,11010338488,clinic,,,Mityana,0.61058808,32.17926232,,,,,,
Zee Pharmacy,9909257627,pharmacy,,,Lira,2.24090186,32.89582192,,,,,,
ALLIED MED,11010338233,hospital,,,Kampala,0.31950134,32.57375475,,,,,,
Kakira Health Centre,4041889632,clinic,,,Jinja,0.50565227,33.28100868,"Kadama Road, Kakira Town Council",,,,,
D'ACE Medicare,4040429573,clinic,,,Jinja,0.43569916,33.21174792,"Main Street, Jinja Central Division",,,,,
Georgina Eye Clinic,3813774126,clinic,,,Kampala,0.33634377,32.57924415,,,,,,
MATANDA HEALTH CENTRE II,11001478377,clinic,,,Kanungu,-0.65012568,29.74478239,,,,,,
Admoni's Drug Shop,10147626093,pharmacy,private,operational,Bundibugyo,0.65012669,30.04340998,,,,,,
Sentrin Drug Shop,9147833054,pharmacy,private,,Kampala,0.36667168,32.57180998,Kanyanya,,,,3,
Riyadh Pharmacy,9853606520,pharmacy,,,Wakiso,0.23249358,32.57762342,Ndejje Road,,,,,
Victory Medical Center,10102878018,doctors,,,Gulu,2.77059187,32.29732076,,,,,,
Green Belt Care Clinic,4100116598,clinic,,,Kampala,0.35438699,32.55930175,kampala,,,,,
K.H Dental Clinic,4114253396,doctors,,,Kampala,0.31481620,32.58221369,"Speke Road, Kampala",,,,,
WAIBUGA HC III,3298779,clinic,,,Luuka,0.62967275,33.38275627,,,,,,
Zia Angelina,7317910985,hospital,private,operational,Wakiso,0.38781754,32.65420493,,,,,,
Divine Care,10102653142,doctors,,,Gulu,2.76284682,32.30815345,,,,,,
KEREKEREN,11056452272,clinic,,,Budaka,1.14354879,34.03765272,,,,,,
KASHEESHE H/C II,11001478442,clinic,,,Rukungiri,-0.86653578,29.90857425,,,,,,
Quality Medical Center,8963738620,clinic,private,,Kampala,0.34427993,32.58634496,,,,,2,
Smart Pharmacy,8487804919,pharmacy,,,Kampala,0.36817824,32.62476417,,,,,,
Embaga Drug Shop,5573437714,pharmacy,Ministry Of Health,operational,Yumbe,3.42926663,31.20989665,,,,,1,
MINNESOTA INTERNATIONAL HEALTH VOLUNTEERS,11001694517,hospital,,,Ssembabule,-0.08183734,31.46172095,,,,,,
Health Care Pharmacy,9909163217,pharmacy,,,Lira,2.24299356,32.89446758,,,,,,
Mid Town Imaging Centre,9909273840,doctor,,,Lira,2.24504998,32.89632668,,,,,,
Golden Medical Care Drug Shop,10020565434,doctors,,,Arua,3.02739234,30.90623128,,,,,,
St. Luke clinic,8420615417,clinic,,,Mukono,0.40739205,32.69535270,,,,,,
Kabasa Memorial Hospital,6456022,clinic,,,Butaleja,0.95537297,34.03264763,Kachonga,,,,,
Value Medical Centre,3466160585,doctors,,,Wakiso,0.18528277,32.53850265,,,,,,
HEALTH UNIT,11056452280,clinic,,,Budaka,1.08404189,34.07340858,,,,,,
Kerith Health Center,3966649774,doctors,,,Pallisa,1.15325898,33.72919935,Pallisa Town Council,,,,,
PAMAKA,11066741277,hospital,,,Nebbi,2.37676429,31.11728064,,,,,,
PALUDA HEALTH CENTRE II,11080473430,hospital,,,Lamwo,3.37080688,32.41592243,,,,,,
Kisakye Dental Services,8591866419,dentist,,,Wakiso,0.43934596,32.60019714,,,,,,
Genesis Medical Clinic,5409895839,clinic,,operational,Arua,3.06546823,30.93867167,,,,,,
Butiru Chrisco Health Centre III,3955253045,hospital,,,Manafwa,0.81961187,34.29536414,"Lwakhakha Road, Butiru",,,,,
Biija Bigereke Drug Shop,4048658311,pharmacy,,,Mayuge,0.39059447,33.62248029,Kigandalo,,,,,
AKALO HEALTH CENTRE III,5802075,hospital,,,Kole,2.14609566,32.83963417,,,,,,
Akoboi Health Centre II,8846179571,hospital,Government of Uganda,,Serere,1.57094304,33.41943765,,,,,,
OMITO HEALTH CENTRE TWO,11056452170,clinic,,,Ngora,1.63377169,33.81625547,,,,,,
Medric Pharmacy,1583800245,pharmacy,,,Kampala,0.31077838,32.60976844,,,,,,
Health Center II,5215672043,clinic,IRC,,Yumbe,3.24955184,31.39115136,,,,,,
NYAKATARE HEALTH CENTRE III,7261667,hospital,,,Kanungu,-0.89468036,29.77065003,,,,,,
BIGODI,11029992879,hospital,,,Kamwenge,0.40050095,30.41029435,,,,,,
NSAMBYA RALWAYS,11010338081,hospital,,,Kampala,0.30543123,32.58533695,,,,,,
Trust Drug Shop,3953637078,clinic,,,Sironko,1.21455265,34.29916617,"Mutufu Budadiri Road, Buhugu",,,,,
Genesis Drug Shop,8632128751,pharmacy,private,,Zombo,2.41693163,30.98164996,,,,,1,
TORORO CEMENT HEALTH CENTRE II,11056452048,clinic,,,Tororo,0.65837884,34.14489456,,,,,,
Kkonge St. Luke HC III,3795535,clinic,private_non_profit,,Mpigi,0.27235146,32.31719568,,,,,,
MAZINGA,11001694565,clinic,,,Kalangala,-0.66071747,32.33447187,,,,,,
Grace Health Services,4104720693,doctors,,,Kampala,0.31061158,32.55834613,"Albert Cook Road, kampala",,,,,
Lite Medical Center,8457634818,clinic,,,Kampala,0.33257024,32.62324092,,,,,,
Drug Shop,5985770897,doctors,Private,operational,Kikuube,1.13547668,30.73260493,,,,,1,
Holly Care Clinic,4107569785,clinic,,,Kampala,0.24645054,32.62104939,"Lukuli Road, kampala",,,,,
HEALTH CENTRE II,11056451999,clinic,,,Bugweri,0.75340909,33.62607655,,,,,,
Bacton Pharmacy,8591753121,pharmacy,,,Wakiso,0.43783102,32.60232447,,,,,,
ABOKE HEALTH UNIT IV,11073166755,hospital,,,Kole,2.34839063,32.68205137,,,,,,
Alpha and Omega Maternity Clinic,8963716786,clinic,private,,Kampala,0.34904370,32.58684427,,,,,2,
Drug Shop,8453953926,pharmacy,,,Madi Okollo,3.05846800,31.31632243,Eden III;Eden IV,,,,,
Nakivale Health Centre III,8484333,clinic,MTI,operational,Isingiro,-0.77770336,30.94437329,,,,,,
KASANJE,11010338486,clinic,,,Wakiso,0.15081177,32.39978928,,,,,,
COMBONI,11007308923,hospital,,,Bushenyi,-0.44291188,30.11966963,,,,,,
HEALTH CENTRE II,11001478401,clinic,,,Kanungu,-1.00007601,29.72663498,,,,,,
Kyanja Community Health Center,4105542220,clinic,,,Kampala,0.37966262,32.60190948,kampala,,,,,
MPUNGE,11010338155,clinic,,,Mukono,0.12254590,32.72192979,,,,,,
HEALTH CLINIC,11054959829,hospital,priate,,Arua,3.27047164,31.22506018,,,,,,
KAPIR HEALTH CENTRE THREE,11056452050,clinic,,,Ngora,1.60339567,33.78913122,,,,,,
Palorinya Health Centre III,3321010,clinic,MTI,,Obongi,3.48558665,31.65474998,,,,,,
Health Plus Pharmacy,8626240417,pharmacy,,,Kampala,0.34408815,32.56939315,,,,,,
Swadiki Drug Shop,5559514989,pharmacy,Private,operational,Yumbe,3.36224669,31.20620995,,,,,1,
Buyanga Health Center,4050642035,doctors,,,Bugweri,0.64351412,33.62082495,Iganga,,,,,
KYABUGIMBI,11007309052,hospital,,,Buhweju,-0.41495278,30.26609896,,,,,,
P. Mariam Physiotherapy Service Clinic,8963738642,clinic,private,,Kampala,0.34298618,32.57657845,,,,,3,
KIBANDA,11001694588,hospital,,,Rakai,-0.86940901,31.34452476,,,,,,
Zaam Medical Center,4107571623,clinic,,,Kampala,0.29635053,32.57575032,"Kayemba Road, kampala",,,,,
NAGALAMA,11010338212,hospital,,,Mukono,0.52435665,32.78182075,,,,,,
LWABAKOBA,11001694764,clinic,,,Rakai,-0.67166566,31.29850652,,,,,,
BULO HEALTH CENTRE II,11001694506,hospital,,,Butambala,0.11332832,31.99898335,,,,,,
MUGARAMA,11029992999,hospital,,,Kibaale,0.86427174,30.98998644,,,,,,
Nyamatambo Health Centre II,8274342532,clinic,government,,Kisoro,-1.32993047,29.80101574,,,,,3,
HAAMA,11056452277,clinic,,,Namayingo,-0.12199345,33.69883884,,,,,,
HEALTH UNIT II,11073166788,hospital,,,Apac,1.88986188,32.54358686,,,,,,
KISIIJA HEALTH UNIT,11029992852,clinic,,,Kakumiro,0.94044254,31.15820268,,,,,,
Amigo,6288776636,doctors,Sentama Innocent,operational,Isingiro,-0.77742835,30.95020324,,,,,,
KICUZI HEALTH CENTRE II,2359472,hospital,,,Ibanda,-0.18828776,30.38650936,,,,,,
Revelation Drug Shop,3967544970,doctors,,,Kaliro,0.91844130,33.43170725,"Kamuli Road, Namugongo",,,,,
HEALTH CENTRE II,11001478341,clinic,,,Kanungu,-0.90082002,29.66920679,,,,,,
SESE MED CENTER,11010338005,hospital,,,Kampala,0.31229517,32.56581458,,,,,,
ST KALEMBA NAZIGO,11056451983,hospital,,,Kayunga,0.63835439,32.99539667,,,,,,
Afoyu Drug Shop,8632128742,pharmacy,private,,Zombo,2.34013496,30.93161998,,,,,0,
PAMOLO HC II,11080473457,hospital,,,Kitgum,3.37440498,32.91653780,,,,,,
Family Medical Clinic,10020565448,doctors,,,Arua,3.02218232,30.90815258,,,,,,
Mucheva,5333865330,doctors,Private,operational,Arua,3.04134830,30.90905162,,,,,,
Poyameri health centre Three,3990909865,hospital,,,Tororo,0.62005493,34.08203816,Magola,,,,,
HEALTH CENTRE 111,11073166716,hospital,,,Nakasongola,1.50277964,32.51230417,,,,,,
Jinja Dental Clinic,4041833889,doctor,,,Jinja,0.42927829,33.21167006,"40, Iganga Road, Jinja",,,,,
Wefeeko Medical Clinic,4041833908,doctor,,,Jinja,0.42903538,33.21173485,"40, Iganga Road, Jinja",,,,,
DR. GANAFA,11001730382,clinic,,,Kasese,0.17617533,30.07849085,,,,,,
MUVUBUKA AGUNJUSE,11010338142,clinic,,,Wakiso,0.28928559,32.45461882,,,,,,
NAKASEKE,11010338120,hospital,,,Nakaseke,0.71706255,32.39968148,,,,,,
ST KAROLI LWANGA,11001478461,clinic,,,Rukungiri,-0.80420065,29.93164149,,,,,,
PIONEER CLINIC,11010338223,clinic,,,Kampala,0.35614149,32.61310385,,,,,,
BWENGURE HEALTH CENTRE II,4970187,hospital,,,Mbarara,-0.25523595,30.59705422,,,,,,
Etoleni,5354389869,doctors,,operational,Arua,2.95063967,30.93221903,,,,,,
OBALANGA HEALTH CENTRE III,5364213,hospital,,,Kapelebyong,2.20215969,33.59266997,,,,,,
SIKUDA HEALTH CENTRE,11056451958,clinic,,,Busia,0.49263458,34.05612107,,,,,,
Princess Drug Shop,9147833047,pharmacy,private,,Kampala,0.37306388,32.56850743,,,,,1,
KYEGEGWA,11029993034,hospital,,,Kyegegwa,0.48405855,31.05345505,,,,,,
The New Hope Hospital Iganga,4048796768,clinic,,,Iganga,0.62231176,33.48002976,Iganga,,,,,
KITAASA,11001694530,hospital,,,Bukomansimbi,-0.15118091,31.60400988,,,,,,
PANGU H/UNIT II,11080473510,hospital,,,Nwoya,2.73956055,32.11721378,,,,,,
Concord Pharmacy,11112014905,pharmacy,,,Wakiso,0.40002604,32.47821506,,,,,,
Kameruka Health Centre 3,5734169,doctors,,,Budaka,1.15274726,33.98289685,Kameruka,,,,,
Cure Health Centre,4041781312,clinic,,,Jinja,0.46686333,33.23774247,Bugembe,,,,,
Ayivuni Health Center III,10020547595,hospital,,,Arua,3.09698100,30.82602895,,,,,,
St Grace Joint Medical Care,3996085585,doctors,,,Namutumba,0.83592574,33.68639725,"Mbale Jinja Road, Namutumba Town Council",,,,,
Armos & Sons Pharmacy,8575591619,pharmacy,,,Kampala,0.24780338,32.62656753,Wavamuno Road,,,,,
MAYIRYE,11010338117,hospital,,,Mityana,0.27174344,32.14571937,,,,,,
GABA COMMUNITY,11010338046,clinic,,,Kampala,0.25859223,32.63536417,,,,,,
Mdn pharmacy,8489483018,pharmacy,,,Gulu,2.77708893,32.29716787,,,,,,
Abacus Pharmacy,10020574718,pharmacy,,,Arua,3.02538362,30.90882137,,,,,,
Chanika Medical Clinic,6759234865,clinic,Private,operational,Kisoro,-1.33839837,29.73859302,,,,,2,
Universal Clinic,8457717819,clinic,,,Rukiga,-1.21803650,30.12093345,,,,,,
wandegeya clinic,7967254382,clinic,,,Kampala,0.33227285,32.57378962,,,,,,
LIRA REGIONAL REFERRAL HOSPITAL,11073118391,hospital,,,Lira,2.25248883,32.90210449,,,,,,
PAROMBO,11066739700,hospital,,,Nebbi,2.30025956,31.20260179,,,,,,
Mega Drug Shop,5594324679,pharmacy,Private,operational,Yumbe,3.60652670,31.23267162,,,,,1,
NTINDA POLYCLINIC,11010338415,clinic,,,Kampala,0.35520968,32.61429919,,,,,,
Hidden Treasure Pharmacy,8591839918,pharmacy,,,Wakiso,0.43824710,32.60226244,,,,,,
Chris Medicine Drug Shop,10020547591,doctors,,,Arua,3.11491324,30.82181269,,,,,,
Clinic,2317185023,pharmacy,,,Kampala,0.25794347,32.62698965,,,,,,
KYEIZOBA,11007285467,hospital,,,Bushenyi,-0.56577247,30.26978147,,,,,,
Kituti Community Health Centre,3968701694,clinic,,,Kibuku,1.05205345,33.76733777,Buseta,,,,,
Life Healing,6750035916,doctors,Individual,operational,Kanungu,-0.97059375,29.61523664,,,,,1,
Sure Faith Medicare,4041781340,clinic,,,Jinja,0.46878438,33.24237414,"Iganga Highway, Bugembe",,,,,
ISAB MEDICAL CENTRE,10128402885,clinic,,,Masaka,-0.34446332,31.73943084,,,,,,
J-Plus Pharmacy,9126196862,pharmacy,,,Mbale,1.07533418,34.17741333,"14, North Road",,,,,
First Clinic Care,10198909174,clinic,private,,Lira,2.23692707,32.88665916,Lira,,,,3,
LWEMIYAGA,11029993054,clinic,,,Ssembabule,0.08226884,31.09848230,,,,,,
Aqua pharmacy,8244489418,pharmacy,,,Mukono,0.36972529,32.71349734,,,,,,
Life Care Medical,8632128762,doctors,private,,Zombo,2.41242493,30.98600327,,,,,1,
AMUCA OTHORDOX HC III,11073118393,hospital,,,Lira,2.27455184,32.83272522,,,,,,
OJE HEALTH CENTRE II,11054959898,hospital,,,Arua,3.04932619,30.81220460,,,,,,
Shalom Drug Shop,8462816418,pharmacy,,,Kampala,0.37347535,32.62195774,,,,,,
HEALTH CENTRE III,11029979791,hospital,,,Ssembabule,0.08197623,31.09811416,,,,,,
Layibi Health Center III,10102721861,hospital,,,Gulu,2.75762247,32.31643284,,,,,,
Family First Aid Drug Shop,5308494955,pharmacy,Private,,Arua,3.07864324,30.88521667,,,,,,
MASIYOMPO HEALTH CENTRE,11056452407,clinic,,,Sironko,1.13795253,34.39210513,,,,,,
Nation Clinic,4100092170,clinic,,,Kampala,0.29498235,32.57650729,Kampala,,,,,
HEALTH CENTRE TWO,11056452260,clinic,,,Sironko,1.27208486,34.30537305,,,,,,
JEVIS,11001694694,clinic,,,Kalungu,-0.12553002,31.75864786,,,,,,
St joseph general clinic,9045988,clinic,private,,Kampala,0.34766387,32.57211425,,,,,1,
Sun Rise Drug Store.,5789319879,doctors,,non operational,Obongi,3.43011664,31.58380664,,,,,1,
Jarinah Pharmacy,8481522624,pharmacy,,,Wakiso,0.41604528,32.53683364,Gulu - Kampala Road,,,,,
St Denis Medical Centre Oreku,5308494964,clinic,Private,operational,Arua,3.07139993,30.91507167,,,,,,
KIZINGA H/L,11056451822,clinic,,,Jinja,0.54388053,33.13428447,,,,,,
Rubangatwero Drug Shop,10102878058,doctors,,,Gulu,2.75736564,32.31585969,,,,,,
Life Care,6351698906,doctors,Ministry Of Health,operational,Yumbe,3.48997164,31.33761665,,,,,1,
MUKONO HL 11,11010338454,clinic,,,Mukono,0.31846425,32.74083433,,,,,,
BURORA HEALTH CENTRE II,11029992889,clinic,,,Kagadi,1.09401208,30.88463656,,,,,,
Barakala Drug Shop,6351698907,doctors,Ministry Of Health,operational,Yumbe,3.48967828,31.33759662,,,,,1,
BUREMBA H/C,11007285475,hospital,,,Kazo,0.11186978,30.71118942,,,,,,
BUSARU,11001734053,hospital,,,Bundibugyo,0.67119217,30.05087407,,,,,,
HEALTH CENTRE III,11056452134,hospital,,,Busia,0.49999079,33.98608784,,,,,,
URHB,11056451892,clinic,,,Bugiri,0.57360779,33.74532379,,,,,,
Advanced Skin Clinic,4104857862,doctors,,,Kampala,0.29884842,32.59742190,"Ggaba Road, kampala",,,,,
GAGAMA HOSPITAL,11056452149,clinic,,,Kumi,1.33889852,33.80936086,,,,,,
Jenk Pharmacy,8515853017,pharmacy,,,Wakiso,0.39232927,32.66039589,,,,,,
HEALTH CENTRE II,11073118363,hospital,,,Kaberamaido,1.61407095,33.00328857,,,,,,
Kamwizi Health Center III,12124589201,hospital,,,Rukiga,-1.22307243,30.21629227,,,,,,
ONGAKO HC III,7957017,hospital,,,Omoro,2.69192209,32.24566812,,,,,,
WAKA,11054959878,hospital,,,Obongi,3.42103954,31.50906069,,,,,,
NYABUSWA HEALTH CENTRE II,11001734033,clinic,,,Kabarole,0.62899474,30.15885033,,,,,,
ST PAUL,11001734162,hospital,,,Kasese,0.17590526,30.07864122,,,,,,
Genepa Pharmacy,10116714225,pharmacy,,,Masaka,-0.34240255,31.73769822,,,,,,
NYENDO,11001694736,clinic,,,Masaka,-0.32197434,31.76122027,,,,,,
NYAKATOKYE HEALTH CENTRE II,11007308933,hospital,,,Ibanda,-0.10229840,30.46276624,,,,,,
KAKUNDI,11001694533,clinic,,,Rakai,-0.60999187,31.24725982,,,,,,
ADUKU HEALTH CENTRE IV,2223376,hospital,,,Kwania,1.99255738,32.71895723,,,,,,
Yangani Health Center II,6007027156,clinic,AAH,operational,Yumbe,3.33530826,31.29875664,,,,True,6,
Oak Pharmacy,5683947638,pharmacy,,,Kampala,0.32994142,32.57332459,,,,,,
Okungedi Health Centre II,7941188,doctors,,,Amuru,2.87792532,31.93908895,,,,,,
Old St Drug shop,10102769148,doctors,,,Gulu,2.81837433,32.34068982,,,,,,
Bar New life Care Clinic,9992537237,doctor,,,Lira,2.24024522,32.88731085,,,,,,
MUHANGO H/C III,11001734059,hospital,,,Kasese,0.13038080,29.98986144,,,,,,
NAMUTAMBA HEALTH CENTRE III,7532504,hospital,,,Mityana,0.50368327,32.08684623,,,,,,
IKIIKI,11056451865,clinic,,,Budaka,1.10083688,34.00443968,,,,,,
NYAKINONI'S HC II,11001478473,clinic,,,Kanungu,-0.75337983,29.74679035,,,,,,
Pay Clinic,5789319886,doctors,,non operational,Obongi,3.43023658,31.58087482,,,,,2,
Joy General Clinic Eddwaliro,5526068176,clinic,,,Wakiso,0.20899995,32.54398064,"Muchanga Road, Kajjansi",,,,,
BULAGA,11010338452,hospital,,,Kiboga,0.76793442,31.90928625,,,,,,
EWANGA H/C 3,8176124,hospital,,,Madi Okollo,3.17734694,31.46483307,,,,,,
Ruby Pharmacy,864964241,pharmacy,,,Kampala,0.28246456,32.58403734,,,,,,
KABIRIZI HEALTH CTRE,11001734070,clinic,,,Kasese,0.02022775,29.93235278,,,,,,
DOKOLO HC IV,8421951,hospital,,,Dokolo,1.91719158,33.17351278,,,,,,
KANGOLE HC III,1158112,hospital,,,Napak,2.44225193,34.48583526,,,,,,
Ronela Medical Centre,8442086118,clinic,,,Wakiso,0.37852134,32.62584158,,,,,,
Wi Anaka health centre,1647108220,hospital,,,Nwoya,2.57863346,31.77598918,,,,,,
Bunagana Healthcare Clinic,8280279736,clinic,private,,Kisoro,-1.29411334,29.60178167,,,,,6,
BBAALE HEALTH CENTRE II,11001694671,clinic,,,Rakai,-0.67161143,31.29856042,,,,,,
NAMUTAMBA,11010338128,hospital,,,Mityana,0.50295958,32.08679250,,,,,,
Step by Step Drug Shop,4041858634,pharmacy,,,Jinja,0.64958865,33.26470856,Buyengo,,,,,
ROTINA M. CENTRE,11010338258,hospital,,,Mpigi,0.22283948,32.32613515,,,,,,
BUBUGO,11056451965,clinic,,,Jinja,0.59961306,33.07603946,,,,,,
LOKUNG HC II,11080473447,hospital,,,Lamwo,3.56636598,32.70364668,,,,,,
IZIRANGOBI HEALTH CENTRE II,11056451833,clinic,,,Namutumba,0.90398855,33.65033017,,,,,,
DIBOLYEC HC II,205662302295,hospital,,,Lamwo,3.65736914,32.74080793,,,,,,
KIKONDA,11029979768,clinic,,,Kyankwanzi,1.27332672,31.48646509,,,,,,
BUKOOVA HEALTH III CENTRE,11056451925,clinic,,,Luuka,0.89451968,33.35120678,,,,,,
God Is Able Drug Shop.,5789319874,doctors,,non operational,Obongi,3.41223670,31.55262999,,,,,1,
AVOGERA H/C II,11066741247,hospital,,,Buliisa,2.20212625,31.51086992,,,,,,
Wilbert Pharmacy,9900048020,pharmacy,,,Mbarara,-0.61797354,30.65975119,,,,,,
St.Pitia Drug Shop,5789319872,doctors,,non operational,Obongi,3.41211499,31.55757497,,,,,1,
Kwewayo Vet Pharmacy,10130151686,pharmacy,,,Masaka,-0.34492935,31.73786443,,,,,,
